id,member_id,bulan,tahun,iuran_wajib,iuran_sukarela,tanggal_bayar,status,created_at,updated_at,simpanan_wajib
46e37977-1de5-4e90-aaa2-39f7d8a27a55,059a6d69-f760-4f6d-ad11-7fbf59c3a7c4,9,2023,50000.00,0.00,2023-09-30,lunas,2025-10-19 10:00:37.430079+00,2025-10-19 10:00:37.430079+00,100000.00
4730021c-1edf-4a44-9581-871efcfaaf51,d68474ab-45bf-4457-b220-0cb96b059eb0,9,2025,50000.00,0.00,2025-09-30,lunas,2025-10-21 14:44:42.287049+00,2025-10-21 14:44:42.287049+00,100000.00
475b67cd-ee9a-4276-abd2-4a091435eb1f,422594b7-a845-4a5c-aba4-1ac02a821f3e,1,2025,0.00,0.00,2025-01-31,lunas,2025-10-21 14:44:35.843178+00,2025-10-22 03:22:22.757672+00,0.00
47a0c69d-2b81-496e-bbc7-6c2dea62b827,81d54fb6-12c5-4051-8161-44894f130757,4,2025,50000.00,0.00,2025-04-30,lunas,2025-10-21 14:44:34.920963+00,2025-10-21 14:44:34.920963+00,100000.00
47d28e1a-1814-4fd3-81d2-23673317d3eb,794a3f4f-fb97-4010-ad9f-2ddf9e91abee,6,2025,50000.00,0.00,2025-06-30,lunas,2025-10-21 14:44:26.605692+00,2025-10-21 14:44:26.605692+00,100000.00
4851c9ac-8d5e-4bea-b9db-fb3856e93165,bdbfb8a5-0b6e-4f39-8e96-c91ad3850df1,12,2024,50000.00,0.00,2024-12-31,lunas,2025-10-21 08:00:32.179346+00,2025-10-21 08:00:32.179346+00,100000.00
486436b0-07e8-49b4-bfff-fe318bf0fba5,0054bb6c-4652-453a-8e53-4248c9747044,4,2023,50000.00,0.00,2023-04-30,lunas,2025-10-19 10:00:20.564361+00,2025-10-19 10:00:20.564361+00,100000.00
48c3f383-0e71-4d89-812a-bde3e3ab36ad,41f6ff19-4714-4974-bf6e-b7881ff89f40,5,2024,50000.00,0.00,2024-05-31,lunas,2025-10-21 08:01:48.218118+00,2025-10-21 08:01:48.218118+00,100000.00
48ee0d2a-01b2-4861-845b-fdbcb84dd469,86b4772c-24be-4212-a300-1e78983d82b3,6,2024,50000.00,0.00,2024-06-30,lunas,2025-10-21 08:01:00.177901+00,2025-10-21 08:01:00.177901+00,100000.00
492a4f0f-92d9-4dde-8630-350816fd43e0,2a8f61a9-912b-4299-b972-1cb71f873e9f,3,2025,50000.00,0.00,2025-03-31,lunas,2025-10-21 14:44:24.902003+00,2025-10-21 14:44:24.902003+00,100000.00
4930e883-426f-403c-b7a8-bceab86a6914,d74aa1b0-a4e9-410d-be60-66a8329efa0b,4,2023,0.00,0.00,2023-04-30,belum_lunas,2025-10-19 10:00:22.039098+00,2025-10-19 10:31:56.287641+00,0.00
49a9f6df-17c6-43a7-acfd-6c06524258d7,059a6d69-f760-4f6d-ad11-7fbf59c3a7c4,1,2023,50000.00,0.00,2023-01-31,lunas,2025-10-19 10:00:36.000791+00,2025-10-19 10:00:36.000791+00,100000.00
49c71724-1f65-4993-8f73-11b61d3d11d3,fbb50b94-afb4-4a45-a6a2-72e257809b1d,3,2025,50000.00,0.00,2025-03-31,lunas,2025-10-21 14:44:29.04268+00,2025-10-21 14:44:29.04268+00,100000.00
49da5569-3832-48c8-9e30-5434aeef5e10,4a3ab56c-4f58-4242-98a2-e53026114805,7,2025,50000.00,0.00,2025-07-31,lunas,2025-10-21 14:05:27.618775+00,2025-10-21 14:44:23.768463+00,100000.00
4a003567-d3c9-4bda-acd7-136ff088ba02,0054bb6c-4652-453a-8e53-4248c9747044,7,2024,50000.00,0.00,2024-07-31,lunas,2025-10-21 08:00:33.028226+00,2025-10-21 08:00:33.028226+00,100000.00
4a3e7c17-cac5-452c-b3c7-31d226f77ed7,4bf8dd69-28bb-4cd4-b75a-0c091aaad2d2,1,2023,50000.00,0.00,2023-01-31,lunas,2025-10-19 10:00:41.00962+00,2025-10-19 10:00:41.00962+00,100000.00
4a95c723-d6b5-4dea-8ac6-9e51f4a31991,4bf8dd69-28bb-4cd4-b75a-0c091aaad2d2,9,2024,0.00,0.00,2024-09-30,belum_lunas,2025-10-21 08:00:56.287354+00,2025-10-21 08:00:56.287354+00,0.00
4aa0fb85-42e0-4451-ba4d-c648d6d0fa84,1ea6557b-4d23-4b62-98dc-b337d93d9524,5,2023,0.00,0.00,2023-05-31,belum_lunas,2025-10-19 10:00:54.057949+00,2025-10-19 10:00:54.057949+00,0.00
4b5e934c-a962-4e9a-9428-a17136f8113e,d79f5a6a-e79d-4638-92dd-9f72ab5ec7e7,11,2024,50000.00,0.00,2024-11-30,lunas,2025-10-21 08:01:39.437827+00,2025-10-21 08:01:39.437827+00,100000.00
4b64905a-9f23-4837-be7a-b9c2e650289c,23f7d1ed-1ea6-454f-9662-caf62e9650d9,10,2025,50000.00,0.00,2025-10-31,lunas,2025-10-21 14:44:48.009916+00,2025-10-21 14:44:48.009916+00,100000.00
4b788e55-09a4-4bf1-ba93-4409f4655b4a,91458182-8d42-4684-a5ae-bc33f4be115a,10,2024,50000.00,0.00,2024-10-31,lunas,2025-10-21 08:01:02.096429+00,2025-10-21 08:01:02.096429+00,0.00
4bbfbbcb-2a7e-49ca-b422-ee0bc4d005da,1173fd81-a9d2-4178-b421-06c4bd5cc2c2,2,2023,50000.00,0.00,2023-02-28,lunas,2025-10-19 10:00:15.784218+00,2025-10-19 10:00:15.784218+00,100000.00
4bc635dc-f6c5-4bce-aeb1-c1999de1217a,c123c1a5-ba71-4eea-b657-d4dda0c6befc,4,2025,50000.00,0.00,2025-04-30,lunas,2025-10-21 14:44:40.313018+00,2025-10-21 14:44:40.313018+00,100000.00
4bf2c24d-7c1c-4323-b518-893c2606b003,bdbfb8a5-0b6e-4f39-8e96-c91ad3850df1,7,2024,50000.00,0.00,2024-07-31,lunas,2025-10-21 08:00:31.594092+00,2025-10-21 08:00:31.594092+00,100000.00
4c2d0329-1802-42a0-9ead-7328f1b881d8,3aae1f0a-1d47-4c71-99d0-039aefa08305,6,2025,0.00,0.00,2025-06-30,belum_lunas,2025-10-21 14:44:43.275567+00,2025-10-21 14:44:43.275567+00,0.00
4c4247d4-7b51-4f3c-9538-125e6dd832c5,4bf8dd69-28bb-4cd4-b75a-0c091aaad2d2,2,2023,50000.00,0.00,2023-02-28,lunas,2025-10-19 10:00:41.116416+00,2025-10-19 10:00:41.116416+00,100000.00
4c7bf6c2-3857-4c53-a437-3ce3a120fd64,8723527b-e905-480e-b3fb-8e1b9a0d53d3,6,2024,50000.00,0.00,2024-06-30,lunas,2025-10-21 08:01:45.359326+00,2025-10-21 08:01:45.359326+00,100000.00
4cdd690a-32f2-4d0e-825a-74e6b876024d,91458182-8d42-4684-a5ae-bc33f4be115a,7,2024,50000.00,0.00,2024-07-31,lunas,2025-10-21 08:01:01.698289+00,2025-10-21 08:01:01.698289+00,0.00
4cee23b1-31f7-4504-a96e-6da357814f6b,0dcd1262-9ab9-452c-8a66-e9d575563268,4,2023,50000.00,0.00,2023-04-30,lunas,2025-10-19 10:00:51.082258+00,2025-10-19 10:00:51.082258+00,100000.00
4cf7dbe0-d109-4789-94ff-86a95a82398f,d74aa1b0-a4e9-410d-be60-66a8329efa0b,9,2024,0.00,0.00,2024-09-30,belum_lunas,2025-10-21 08:00:34.695367+00,2025-10-21 08:00:34.695367+00,0.00
4d3bb11c-d70e-48e5-b357-46b09b25d373,46b08ec7-a17a-43c1-99c3-584b39304b2a,3,2025,50000.00,0.00,2025-03-31,lunas,2025-10-21 14:44:38.742108+00,2025-10-21 14:44:38.742108+00,100000.00
4d6129ef-0c2c-446f-8f18-20357bb173f4,cb4162af-8dcb-446d-8a2d-f0eda46e34c2,4,2025,0.00,0.00,2025-04-30,belum_lunas,2025-10-21 14:44:30.629565+00,2025-10-21 14:44:30.629565+00,0.00
4d75827b-3a5d-4ec2-91c8-b5c4082c4551,c1876c25-8f0e-46c5-9f83-9ecde2737bba,3,2024,50000.00,200000.00,2024-03-31,lunas,2025-10-21 08:00:42.4991+00,2025-10-21 08:00:42.4991+00,100000.00
4d9c6ab4-6645-41ee-b71d-37fdff6e5428,d79f5a6a-e79d-4638-92dd-9f72ab5ec7e7,11,2023,50000.00,0.00,2023-11-30,lunas,2025-10-19 10:01:01.944588+00,2025-10-19 10:01:01.944588+00,100000.00
4dc6bba8-9436-4e52-bfa3-8518c42a99a6,41f6ff19-4714-4974-bf6e-b7881ff89f40,10,2025,0.00,0.00,2025-10-31,belum_lunas,2025-10-21 14:44:51.057103+00,2025-10-21 14:44:51.057103+00,0.00
4de3c3b7-ffd5-420f-85e0-f6aba4e28430,89c8fe99-b94b-4865-a102-e696933602cc,8,2023,50000.00,0.00,2023-08-31,lunas,2025-10-19 10:00:30.545381+00,2025-10-19 10:00:30.545381+00,100000.00
4deba8f0-2bc3-451a-a99d-dc79b0f160d1,422594b7-a845-4a5c-aba4-1ac02a821f3e,11,2023,0.00,0.00,2023-11-30,belum_lunas,2025-10-19 10:00:50.50204+00,2025-10-19 10:00:50.50204+00,0.00
4df2944a-c45e-460d-9957-8ae4fe1293c6,bba4db5a-682d-4c28-b84c-b8d7aa79e58d,7,2024,50000.00,0.00,2024-07-31,lunas,2025-10-21 08:00:50.33913+00,2025-10-21 08:00:50.33913+00,100000.00
4df76b19-6c04-41c3-b88e-b671f72be783,eaeada1d-4b89-4e26-a8b2-f679d0b50598,3,2023,50000.00,0.00,2023-03-31,lunas,2025-10-19 10:00:12.519298+00,2025-10-19 10:31:56.287641+00,0.00
4e5991a3-8497-484b-8313-9447aef2a1ca,81d54fb6-12c5-4051-8161-44894f130757,11,2024,50000.00,0.00,2024-11-30,lunas,2025-10-21 08:01:26.429207+00,2025-10-21 08:01:26.429207+00,100000.00
4ec2c6ae-3d0a-4eff-aa03-b22766e82913,1173fd81-a9d2-4178-b421-06c4bd5cc2c2,10,2023,50000.00,0.00,2023-10-31,lunas,2025-10-19 10:00:16.861427+00,2025-10-19 10:00:16.861427+00,100000.00
4f3204d3-7140-4249-bd00-b6739b8034a0,324dbb7b-a1f0-49fa-b671-3ef7dbe9d748,12,2024,0.00,0.00,2024-12-31,belum_lunas,2025-10-21 08:00:57.954152+00,2025-10-21 08:00:57.954152+00,0.00
4fbfcb97-f673-4c93-a8d7-003f143b306f,3aae1f0a-1d47-4c71-99d0-039aefa08305,3,2023,50000.00,0.00,2023-03-31,lunas,2025-10-19 10:00:59.394795+00,2025-10-19 10:00:59.394795+00,100000.00
500553f4-d4fb-4926-8e30-28a210c5050b,422594b7-a845-4a5c-aba4-1ac02a821f3e,5,2024,50000.00,0.00,2024-05-31,lunas,2025-10-21 08:01:27.249334+00,2025-10-21 08:01:27.249334+00,100000.00
5016763f-d448-4dc3-93c6-d81b3f0729bf,fbb50b94-afb4-4a45-a6a2-72e257809b1d,4,2023,50000.00,0.00,2023-04-30,lunas,2025-10-19 10:00:39.842079+00,2025-10-19 10:00:39.842079+00,100000.00
5019b66c-46e5-412d-b27d-7a9c8c178c29,94a0cdc0-c60a-4632-897b-dec0a0e7b666,8,2024,50000.00,0.00,2024-08-31,lunas,2025-10-21 08:01:50.217414+00,2025-10-21 08:01:50.217414+00,0.00
501a39c9-4857-41fd-868c-379da9fd88fa,c1876c25-8f0e-46c5-9f83-9ecde2737bba,6,2024,50000.00,200000.00,2024-06-30,lunas,2025-10-21 08:00:42.867817+00,2025-10-21 08:00:42.867817+00,100000.00
5027654d-7ded-47fa-9fdc-12324bb0266e,86b4772c-24be-4212-a300-1e78983d82b3,9,2023,50000.00,0.00,2023-09-30,lunas,2025-10-19 10:00:46.331567+00,2025-10-19 10:00:46.331567+00,100000.00
502aca32-28a9-4c08-b580-6f825e53cbd6,86b4772c-24be-4212-a300-1e78983d82b3,2,2025,50000.00,0.00,2025-02-28,lunas,2025-10-21 14:44:31.739934+00,2025-10-21 14:44:31.739934+00,100000.00
50b1f471-2646-4d6c-8c3e-77fdc04a7a60,0054bb6c-4652-453a-8e53-4248c9747044,11,2024,50000.00,0.00,2024-11-30,lunas,2025-10-21 08:00:33.608485+00,2025-10-21 08:00:33.608485+00,100000.00
50b6f752-8786-47ec-82b4-87867d0f4ee1,324dbb7b-a1f0-49fa-b671-3ef7dbe9d748,11,2024,0.00,0.00,2024-11-30,belum_lunas,2025-10-21 08:00:57.854575+00,2025-10-21 08:00:57.854575+00,0.00
50cc448a-45cb-4c26-b6a5-6422411a1226,d79f5a6a-e79d-4638-92dd-9f72ab5ec7e7,6,2023,50000.00,0.00,2023-06-30,lunas,2025-10-19 10:01:01.377636+00,2025-10-19 10:01:01.377636+00,100000.00
50d71b18-b420-4884-8cab-f20535f6ac1a,46b08ec7-a17a-43c1-99c3-584b39304b2a,1,2025,50000.00,0.00,2025-01-31,lunas,2025-10-21 14:44:38.476804+00,2025-10-21 14:44:38.476804+00,100000.00
50d8827b-47a9-4577-992c-2b56b1692423,91458182-8d42-4684-a5ae-bc33f4be115a,9,2025,50000.00,0.00,2025-09-30,belum_lunas,2025-10-21 14:44:33.948432+00,2025-10-21 14:44:33.948432+00,0.00
514d7e0a-f0ac-43d0-8a75-82301e644b47,86b4772c-24be-4212-a300-1e78983d82b3,11,2023,50000.00,0.00,2023-11-30,lunas,2025-10-19 10:00:46.56892+00,2025-10-19 10:00:46.56892+00,100000.00
51b15430-bef5-46a2-b46f-0aaebb284c13,3aae1f0a-1d47-4c71-99d0-039aefa08305,1,2023,50000.00,0.00,2023-01-31,lunas,2025-10-19 10:00:59.167395+00,2025-10-19 10:00:59.167395+00,100000.00
51c7b2b9-5af5-46a9-919c-6d67b2d5b24b,1173fd81-a9d2-4178-b421-06c4bd5cc2c2,8,2024,50000.00,0.00,2024-08-31,lunas,2025-10-21 08:00:28.890503+00,2025-10-21 08:00:28.890503+00,100000.00
51c9fa69-7f32-48a6-add9-b062a192d38c,0054bb6c-4652-453a-8e53-4248c9747044,2,2024,50000.00,0.00,2024-02-28,lunas,2025-10-21 08:00:32.434083+00,2025-10-21 08:00:32.434083+00,100000.00
52079711-2fb6-4e25-8c38-bb6c51408550,059a6d69-f760-4f6d-ad11-7fbf59c3a7c4,10,2023,50000.00,0.00,2023-10-31,lunas,2025-10-19 10:00:37.586496+00,2025-10-19 10:00:37.586496+00,100000.00
52315e9b-5a8e-40b6-aee8-d5609417b006,6aa7a6ef-0307-4a4a-8d64-b0fe6a33ad1c,7,2025,50000.00,0.00,2025-07-31,lunas,2025-10-21 14:00:23.338739+00,2025-10-21 14:00:23.338739+00,100000.00
52ce7297-f3d4-4bd5-bb30-fe9d4b4a632c,86b4772c-24be-4212-a300-1e78983d82b3,7,2025,50000.00,0.00,2025-07-31,lunas,2025-10-21 14:44:32.399154+00,2025-10-21 14:44:32.399154+00,100000.00
52d1b8af-7c16-4d01-96f8-0330e8fcd81c,81d54fb6-12c5-4051-8161-44894f130757,8,2025,0.00,0.00,2025-08-31,belum_lunas,2025-10-21 14:44:35.432671+00,2025-10-21 14:44:35.432671+00,0.00
52dfa22a-9949-43e9-a6d8-b8fc69c587da,4f667a97-f738-4f76-8105-27ad44277d59,10,2024,0.00,0.00,2024-10-31,belum_lunas,2025-10-21 08:01:44.246549+00,2025-10-21 08:01:44.246549+00,0.00
532fbb89-4319-44e7-80e9-3ecafe98d9ba,eaeada1d-4b89-4e26-a8b2-f679d0b50598,5,2025,50000.00,0.00,2025-05-31,belum_lunas,2025-10-21 14:00:18.419268+00,2025-10-21 14:00:18.419268+00,0.00
53593c3b-f9bb-47ed-b75a-b83801edb7be,bba4db5a-682d-4c28-b84c-b8d7aa79e58d,5,2024,50000.00,0.00,2024-05-31,lunas,2025-10-21 08:00:50.144157+00,2025-10-21 08:00:50.144157+00,100000.00
536c9df3-f8cf-4ab2-95fa-beac4bc44014,bba4db5a-682d-4c28-b84c-b8d7aa79e58d,5,2025,50000.00,0.00,2025-05-31,lunas,2025-10-21 14:44:27.870051+00,2025-10-21 14:44:27.870051+00,100000.00
53c5e2f7-c010-4479-9008-75282b907544,89c8fe99-b94b-4865-a102-e696933602cc,5,2024,50000.00,0.00,2024-05-31,lunas,2025-10-21 08:00:45.688457+00,2025-10-21 08:00:45.688457+00,100000.00
54686e79-1684-4b77-bc87-4571ecc9b2f5,91458182-8d42-4684-a5ae-bc33f4be115a,6,2024,50000.00,0.00,2024-06-30,lunas,2025-10-21 08:01:01.570849+00,2025-10-21 08:01:01.570849+00,0.00
54d6d8d8-43d6-40e2-aef3-057d75288fdc,4a123be6-5a27-4154-b4a7-f1148a6b7d8d,11,2024,50000.00,0.00,2024-11-30,lunas,2025-10-21 08:01:41.065914+00,2025-10-21 08:01:41.065914+00,100000.00
54fe9445-7d60-43d8-ac9b-f9911e253bb0,91458182-8d42-4684-a5ae-bc33f4be115a,1,2024,50000.00,0.00,2024-01-31,lunas,2025-10-21 08:01:01.045149+00,2025-10-21 08:01:01.045149+00,0.00
5564e8ba-5951-4c1d-8838-2e880f283246,4a123be6-5a27-4154-b4a7-f1148a6b7d8d,9,2025,50000.00,0.00,2025-09-30,lunas,2025-10-21 14:44:46.39522+00,2025-10-21 14:44:46.39522+00,100000.00
55e875bd-6339-4c2d-8ef7-93a336b3372f,d79f5a6a-e79d-4638-92dd-9f72ab5ec7e7,12,2023,50000.00,0.00,2023-12-31,lunas,2025-10-19 10:01:02.058849+00,2025-10-19 10:01:02.058849+00,100000.00
55f9a607-aacd-4d00-aba6-9586d63abb84,794a3f4f-fb97-4010-ad9f-2ddf9e91abee,2,2025,50000.00,0.00,2025-02-28,lunas,2025-10-21 14:44:26.088603+00,2025-10-21 14:44:26.088603+00,100000.00
5613ff28-9b9d-4841-aaa7-169a8c3cbda0,86b4772c-24be-4212-a300-1e78983d82b3,12,2024,50000.00,0.00,2024-12-31,lunas,2025-10-21 08:01:00.891729+00,2025-10-21 08:01:00.891729+00,100000.00
561cfef2-d76f-4b51-baf9-9cb5069fe107,d68474ab-45bf-4457-b220-0cb96b059eb0,6,2024,50000.00,0.00,2024-06-30,lunas,2025-10-21 08:01:35.653703+00,2025-10-21 08:01:35.653703+00,100000.00
563ecef2-7d4e-4e9e-af9a-91e5ba15ae9b,bdbfb8a5-0b6e-4f39-8e96-c91ad3850df1,1,2025,50000.00,0.00,2025-01-31,lunas,2025-10-21 14:00:23.957947+00,2025-10-21 14:00:23.957947+00,100000.00
564dec46-ea20-48c4-9e2c-4f3ec330e9f0,d74aa1b0-a4e9-410d-be60-66a8329efa0b,8,2024,0.00,0.00,2024-08-31,belum_lunas,2025-10-21 08:00:34.590335+00,2025-10-21 08:00:34.590335+00,0.00
568e99bd-6fc2-4c91-92b6-3b4e66b4f271,2a8f61a9-912b-4299-b972-1cb71f873e9f,5,2023,50000.00,0.00,2023-05-31,lunas,2025-10-19 10:00:31.789603+00,2025-10-19 10:00:31.789603+00,100000.00
56bbea85-ac34-42b1-adaf-b37093c8d434,d74aa1b0-a4e9-410d-be60-66a8329efa0b,3,2024,0.00,0.00,2024-03-31,belum_lunas,2025-10-21 08:00:34.071377+00,2025-10-21 08:00:34.071377+00,0.00
56c2c661-64fc-408a-a0e8-9f29c0b67527,c123c1a5-ba71-4eea-b657-d4dda0c6befc,5,2025,0.00,0.00,2025-05-31,belum_lunas,2025-10-21 14:44:40.417683+00,2025-10-21 14:44:40.417683+00,0.00
573be614-c443-4d1b-b4cf-b25a90136f08,23f7d1ed-1ea6-454f-9662-caf62e9650d9,9,2025,50000.00,0.00,2025-09-30,lunas,2025-10-21 14:44:47.873035+00,2025-10-21 14:44:47.873035+00,100000.00
57675fdb-b2a1-4500-b809-932f98f9a1fd,8723527b-e905-480e-b3fb-8e1b9a0d53d3,3,2023,50000.00,0.00,2023-03-31,lunas,2025-10-19 10:01:07.384164+00,2025-10-19 10:01:07.384164+00,100000.00
5767b9cf-40eb-49a1-a425-77472dc20679,c1876c25-8f0e-46c5-9f83-9ecde2737bba,4,2024,50000.00,200000.00,2024-04-30,lunas,2025-10-21 08:00:42.610501+00,2025-10-21 08:00:42.610501+00,100000.00
576f6a51-eac9-4530-aab7-8d362ffcdaf8,fbb50b94-afb4-4a45-a6a2-72e257809b1d,1,2025,50000.00,0.00,2025-01-31,lunas,2025-10-21 14:44:28.748313+00,2025-10-21 14:44:28.748313+00,100000.00
57c18fb3-a52b-465a-82ce-ec4faa33225a,41f6ff19-4714-4974-bf6e-b7881ff89f40,9,2025,50000.00,0.00,2025-09-30,lunas,2025-10-21 14:44:50.920535+00,2025-10-21 14:44:50.920535+00,100000.00
5813bda0-108a-4aed-bb11-21f7c69eb95e,1173fd81-a9d2-4178-b421-06c4bd5cc2c2,2,2025,50000.00,0.00,2025-02-28,lunas,2025-10-21 14:00:21.152331+00,2025-10-21 14:00:21.152331+00,100000.00
58358412-716d-4711-a82b-e6b3fa3c1958,1173fd81-a9d2-4178-b421-06c4bd5cc2c2,3,2023,50000.00,0.00,2023-03-31,lunas,2025-10-19 10:00:15.922778+00,2025-10-19 10:00:15.922778+00,100000.00
584d8877-477f-4385-bc10-51aa9ee57db3,422594b7-a845-4a5c-aba4-1ac02a821f3e,7,2023,0.00,0.00,2023-07-31,belum_lunas,2025-10-19 10:00:50.093117+00,2025-10-19 10:00:50.093117+00,0.00
58899bf9-3c00-4ac5-82f1-e0e1cc744351,d74aa1b0-a4e9-410d-be60-66a8329efa0b,12,2024,0.00,0.00,2024-12-31,belum_lunas,2025-10-21 08:00:35.001224+00,2025-10-21 08:00:35.001224+00,0.00
589a3aab-cfd1-490f-85c8-0154ef6b91fc,324dbb7b-a1f0-49fa-b671-3ef7dbe9d748,2,2023,50000.00,0.00,2023-02-28,lunas,2025-10-19 10:00:42.485106+00,2025-10-19 10:00:42.485106+00,100000.00
58b7c32c-a3d4-4983-b83f-b6c599fb6145,4bf8dd69-28bb-4cd4-b75a-0c091aaad2d2,6,2023,50000.00,0.00,2023-06-30,lunas,2025-10-19 10:00:41.589407+00,2025-10-19 10:00:41.589407+00,100000.00
58fe27fe-5792-408f-a0b7-5a0236cb378f,91458182-8d42-4684-a5ae-bc33f4be115a,7,2023,50000.00,0.00,2023-07-31,lunas,2025-10-19 10:00:47.479248+00,2025-10-19 10:00:47.479248+00,0.00
5969793f-9e7b-4a6f-be98-91a901c0e5fd,2a8f61a9-912b-4299-b972-1cb71f873e9f,10,2023,50000.00,0.00,2023-10-31,lunas,2025-10-19 10:00:32.436166+00,2025-10-19 10:00:32.436166+00,100000.00
59ca278f-da6a-4dc6-93b6-f6d519fbce38,eaeada1d-4b89-4e26-a8b2-f679d0b50598,7,2025,0.00,0.00,2025-07-31,belum_lunas,2025-10-21 14:00:18.756808+00,2025-10-21 14:00:18.756808+00,0.00
59fb01d6-71d5-415c-a24b-ae0f1fc55681,4a3ab56c-4f58-4242-98a2-e53026114805,10,2025,50000.00,0.00,2025-10-31,lunas,2025-10-21 14:05:28.132424+00,2025-10-21 14:44:24.4435+00,100000.00
5a145aaa-b7bd-41ff-b510-389a490c24d0,4bf8dd69-28bb-4cd4-b75a-0c091aaad2d2,11,2023,0.00,0.00,2023-11-30,belum_lunas,2025-10-19 10:00:42.126819+00,2025-10-19 10:00:42.126819+00,0.00
5a79026c-bc67-4800-b0b9-77f3d9adc2f2,422594b7-a845-4a5c-aba4-1ac02a821f3e,1,2024,0.00,0.00,2024-01-31,belum_lunas,2025-10-21 08:01:26.75335+00,2025-10-21 08:01:26.75335+00,0.00
5a9262a2-749d-4366-8adc-e522b68bedeb,422594b7-a845-4a5c-aba4-1ac02a821f3e,2,2025,50000.00,0.00,2025-02-28,lunas,2025-10-21 14:44:35.954847+00,2025-10-21 14:44:35.954847+00,100000.00
5ada2b7a-c937-405f-8c60-3482b641b5ac,d68474ab-45bf-4457-b220-0cb96b059eb0,4,2025,50000.00,0.00,2025-04-30,lunas,2025-10-21 14:44:41.592627+00,2025-10-21 14:44:41.592627+00,100000.00
5af91840-8a4a-4740-b250-685b61e3342f,94a0cdc0-c60a-4632-897b-dec0a0e7b666,1,2024,50000.00,0.00,2024-01-31,lunas,2025-10-21 08:01:49.324561+00,2025-10-21 08:01:49.324561+00,0.00
5b08bd29-c01a-4025-92b2-3db2e4d03c04,4bf8dd69-28bb-4cd4-b75a-0c091aaad2d2,12,2024,0.00,0.00,2024-12-31,belum_lunas,2025-10-21 08:00:56.589867+00,2025-10-21 08:00:56.589867+00,0.00
5b27e511-a743-4490-9921-3bd7550cffe3,81d54fb6-12c5-4051-8161-44894f130757,9,2023,50000.00,0.00,2023-09-30,lunas,2025-10-19 10:00:49.099427+00,2025-10-19 10:00:49.099427+00,100000.00
5b7ebf09-8d4b-409a-af32-43803ace9069,8723527b-e905-480e-b3fb-8e1b9a0d53d3,7,2025,50000.00,0.00,2025-07-31,lunas,2025-10-21 14:44:49.258715+00,2025-10-21 14:44:49.258715+00,100000.00
5c36f3ed-94f5-42ac-8f55-45a23c811449,41f6ff19-4714-4974-bf6e-b7881ff89f40,12,2024,50000.00,0.00,2024-12-31,lunas,2025-10-21 08:01:49.147514+00,2025-10-21 08:01:49.147514+00,100000.00
5c865600-bc82-458a-afe0-43d6cc1a5036,1173fd81-a9d2-4178-b421-06c4bd5cc2c2,9,2024,50000.00,0.00,2024-09-30,lunas,2025-10-21 08:00:29.004798+00,2025-10-21 08:00:29.004798+00,100000.00
5c8f9ccb-c41e-4822-af34-a88fdbb102b7,2b1034c9-e381-4f62-8761-c2f1d5466fac,9,2025,50000.00,0.00,2025-09-30,lunas,2025-10-21 14:00:20.72039+00,2025-10-21 14:00:20.72039+00,100000.00
5ca90b8b-d494-42eb-ab35-f510e019728b,81d54fb6-12c5-4051-8161-44894f130757,6,2025,50000.00,0.00,2025-06-30,lunas,2025-10-21 14:44:35.18387+00,2025-10-21 14:44:35.18387+00,100000.00
5cb487a4-8480-4ec7-a590-2d285a7d43fb,3936c707-7bc1-4ffa-99ee-776b8b1fc14f,6,2024,50000.00,0.00,2024-06-30,lunas,2025-10-21 08:00:41.276571+00,2025-10-21 08:00:41.276571+00,100000.00
5d754f4f-1740-49d9-9eb1-7ff8e55c4831,422594b7-a845-4a5c-aba4-1ac02a821f3e,7,2025,0.00,0.00,2025-07-31,belum_lunas,2025-10-21 14:44:36.578748+00,2025-10-21 14:44:36.578748+00,0.00
5d8f6413-805e-4a62-97a5-762cda0a8458,794a3f4f-fb97-4010-ad9f-2ddf9e91abee,7,2023,50000.00,0.00,2023-07-31,lunas,2025-10-19 10:00:33.558918+00,2025-10-19 10:00:33.558918+00,100000.00
5d933427-4daa-4429-8741-f41ad3def6cf,c1876c25-8f0e-46c5-9f83-9ecde2737bba,2,2024,50000.00,200000.00,2024-02-28,lunas,2025-10-21 08:00:42.362075+00,2025-10-21 08:00:42.362075+00,100000.00
5d9e5a9a-a029-4552-8b14-b0f35fc64c57,bdbfb8a5-0b6e-4f39-8e96-c91ad3850df1,9,2023,50000.00,0.00,2023-09-30,lunas,2025-10-19 10:00:19.653697+00,2025-10-19 10:00:19.653697+00,100000.00
5da24ce1-892e-400d-ab4e-eebb799c37ba,86b4772c-24be-4212-a300-1e78983d82b3,9,2025,50000.00,0.00,2025-09-30,lunas,2025-10-21 14:44:32.654359+00,2025-10-21 14:44:32.654359+00,100000.00
5db9125c-46a7-46a8-b1b0-1abb0e811931,d79f5a6a-e79d-4638-92dd-9f72ab5ec7e7,7,2023,50000.00,0.00,2023-07-31,lunas,2025-10-19 10:01:01.520151+00,2025-10-19 10:01:01.520151+00,100000.00
5ddba2e2-0142-43a3-8eb5-5c9abdef29b9,324dbb7b-a1f0-49fa-b671-3ef7dbe9d748,7,2023,50000.00,0.00,2023-07-31,lunas,2025-10-19 10:00:43.051062+00,2025-10-19 10:00:43.051062+00,100000.00
